CaseID,Activity,Resource,Timestamp,ActivityID,ResourceID
1-384097130,Accepted,Mikael,2010/07/23 17:20:27.000000,2,76
1-384097130,Accepted,Per,2010/07/26 08:55:13.000000,2,8
1-384097130,Accepted,Mikael,2010/08/06 15:45:05.000000,2,76
1-384097130,Accepted,Jonas,2011/03/10 16:02:06.000000,2,104
1-384097130,Accepted,Jonas,2011/03/29 09:44:20.000000,2,104
1-384097130,Accepted,Jonas,2011/04/13 14:23:07.000000,2,104
1-384097130,Accepted,Mattias,2011/05/03 10:39:43.000000,2,93
1-384097130,Accepted,Jonny,2011/09/14 11:04:32.000000,2,105
1-384097130,Accepted,Erik,2011/12/27 09:22:53.000000,2,106
1-384097130,Accepted,Erik,2011/12/27 09:37:48.000000,2,106
1-384097130,Completed,Erik,2012/02/17 16:27:41.000000,3,106
1-384757914,Accepted,Carolyn,2010/07/06 08:43:18.000000,2,46
1-384757914,Queued,Carolyn,2010/07/06 08:49:13.000000,1,46
1-384757914,Accepted,Naga,2010/07/06 19:36:46.000000,2,47
1-384757914,Accepted,Carolyn,2010/07/06 19:42:20.000000,2,46
1-384757914,Accepted,Renee,2011/03/16 17:45:07.000000,2,107
1-384757914,Completed,Renee,2011/03/16 17:45:08.000000,3,107
1-384757914,Accepted,Santhosh,2011/04/07 12:41:01.000000,2,74
1-384757914,Queued,Hannes,2011/04/07 12:43:44.000000,1,72
1-384757914,Accepted,Y,2011/04/08 11:08:24.000000,2,56
1-384757914,Queued,Carolyn,2011/04/08 11:26:56.000000,1,46
1-384757914,Accepted,Santhosh,2011/04/08 14:19:05.000000,2,74
1-384757914,Accepted,Carolyn,2011/04/08 14:19:54.000000,2,46
1-384757914,Accepted,Ewa,2012/02/04 10:31:58.000000,2,43
1-384757914,Completed,Ewa,2012/02/04 10:37:38.000000,3,43
1-385201933,Accepted,Joakim,2010/07/08 03:50:41.000000,2,108
1-385201933,Queued,Joakim,2010/07/08 04:04:25.000000,1,108
1-385201933,Accepted,Mikael,2010/07/09 14:06:01.000000,2,76
1-385201933,Accepted,Per,2010/09/07 12:57:19.000000,2,8
1-385201933,Accepted,Per,2010/09/23 09:26:35.000000,2,8
1-385201933,Accepted,Per,2010/12/05 13:27:07.000000,2,8
1-385201933,Completed,Per,2012/01/26 11:39:55.000000,3,8
1-385311756,Accepted,Carolyn,2010/07/08 10:42:58.000000,2,46
1-385311756,Queued,Carolyn,2010/07/08 10:48:38.000000,1,46
1-385311756,Accepted,Kannan,2010/07/08 12:06:09.000000,2,54
1-385311756,Accepted,Carolyn,2010/07/08 12:06:14.000000,2,46
1-385311756,Accepted,Ewa,2012/02/04 10:38:18.000000,2,43
1-385311756,Completed,Ewa,2012/02/04 10:40:10.000000,3,43
1-385278464,Accepted,Pekka,2010/07/08 12:53:30.000000,2,109
1-385278464,Completed,Pekka,2012/02/09 09:42:24.000000,3,109
1-386495623,Accepted,Lena,2010/07/15 09:35:37.000000,2,38
1-386495623,Accepted,Lena,2010/07/15 09:39:54.000000,2,38
1-386495623,Completed,Lena,2012/03/20 16:18:28.000000,3,38
1-386782865,Accepted,Carolyn,2010/07/16 14:46:05.000000,2,46
1-386782865,Queued,Carolyn,2010/07/16 14:50:47.000000,1,46
1-386782865,Accepted,Kannan,2010/07/20 14:46:26.000000,2,54
1-386782865,Accepted,Carolyn,2010/07/20 14:46:31.000000,2,46
1-386782865,Accepted,Ewa,2012/01/30 13:58:35.000000,2,43
1-386782865,Accepted,Ewa,2012/01/30 14:36:28.000000,2,43
1-386782865,Completed,Ewa,2012/01/30 14:36:29.000000,3,43
1-388028918,Accepted,Carolyn,2010/07/26 09:55:31.000000,2,46
1-388028918,Queued,Carolyn,2010/07/26 10:00:53.000000,1,46
1-388028918,Accepted,Naga,2010/07/27 00:50:41.000000,2,47
1-388028918,Accepted,Carolyn,2010/07/27 00:53:16.000000,2,46
1-388028918,Queued,Hannes,2011/04/12 15:00:23.000000,1,72
1-388028918,Accepted,Jayalakshmi,2011/04/12 15:00:40.000000,2,73
1-388028918,Accepted,Jayalakshmi,2011/04/19 11:57:10.000000,2,73
1-388028918,Queued,Carolyn,2011/05/18 10:32:01.000000,1,46
1-388028918,Accepted,Padmanabha,2011/05/18 11:27:24.000000,2,78
1-388028918,Accepted,Carolyn,2011/05/18 11:27:30.000000,2,46
1-388028918,Accepted,Ewa,2012/01/30 14:39:11.000000,2,43
1-388028918,Completed,Ewa,2012/01/30 15:45:01.000000,3,43
1-388230583,Accepted,Carolyn,2010/07/27 12:50:20.000000,2,46
1-388230583,Queued,Carolyn,2010/07/27 12:54:23.000000,1,46
1-388230583,Accepted,Kannan,2010/07/27 13:08:22.000000,2,54
1-388230583,Accepted,Carolyn,2010/07/27 13:08:30.000000,2,46
1-388230583,Queued,Niklas,2010/08/18 11:29:41.000000,1,4
1-388230583,Accepted,Manjunath,2010/08/18 11:39:40.000000,2,110
1-388230583,Queued,Carolyn,2010/08/23 14:24:12.000000,1,46
1-388230583,Accepted,Kannan,2010/08/23 15:12:32.000000,2,54
1-388230583,Accepted,Carolyn,2010/08/23 15:13:39.000000,2,46
1-388230583,Accepted,Ewa,2012/01/31 09:04:00.000000,2,43
1-388230583,Completed,Ewa,2012/01/31 09:05:54.000000,3,43
1-388644366,Accepted,Carolyn,2010/07/30 08:46:42.000000,2,46
1-388644366,Queued,Carolyn,2010/07/30 08:50:43.000000,1,46
1-388644366,Accepted,Kannan,2010/07/30 13:43:09.000000,2,54
1-388644366,Accepted,Carolyn,2010/07/30 13:43:18.000000,2,46
1-388644366,Accepted,Ewa,2012/01/30 15:48:15.000000,2,43
1-388644366,Completed,Ewa,2012/01/30 15:48:48.000000,3,43
1-388724672,Accepted,Carolyn,2010/07/30 12:19:33.000000,2,46
1-388724672,Queued,Carolyn,2010/07/30 12:35:28.000000,1,46
1-388724672,Accepted,Kannan,2010/07/30 13:23:52.000000,2,54
1-388724672,Accepted,Carolyn,2010/07/30 13:23:59.000000,2,46
1-388724672,Accepted,Ewa,2012/01/30 13:58:22.000000,2,43
1-388724672,Completed,Ewa,2012/01/30 14:29:56.000000,3,43
1-389195082,Accepted,Carolyn,2010/08/03 10:23:32.000000,2,46
1-389195082,Queued,Carolyn,2010/08/03 10:33:47.000000,1,46
1-389195082,Accepted,Kannan,2010/08/03 11:56:56.000000,2,54
1-389195082,Accepted,Carolyn,2010/08/03 11:57:02.000000,2,46
1-389195082,Accepted,Kannan,2010/08/11 14:01:08.000000,2,54
1-389195082,Accepted,Kannan,2010/09/20 13:43:53.000000,2,54
1-389195082,Accepted,Carolyn,2010/09/20 13:44:35.000000,2,46
1-389195082,Accepted,Santhosh,2010/09/29 18:42:02.000000,2,74
1-389195082,Accepted,Manjunath,2010/09/29 18:43:46.000000,2,110
1-389195082,Queued,Carolyn,2010/10/05 13:06:25.000000,1,46
1-389195082,Accepted,Kannan,2010/10/13 15:00:10.000000,2,54
1-389195082,Accepted,Carolyn,2010/10/13 15:00:17.000000,2,46
1-389195082,Accepted,Ewa,2012/02/04 10:43:42.000000,2,43
1-389195082,Completed,Ewa,2012/02/04 10:46:56.000000,3,43
1-390250582,Accepted,Asa,2010/08/09 16:20:59.000000,2,81
1-390250582,Queued,Asa,2010/08/09 16:21:46.000000,1,81
1-390250582,Accepted,Stephen,2010/08/09 16:21:55.000000,2,111
1-390250582,Accepted,Stephen,2010/08/12 14:09:54.000000,2,111
1-390250582,Accepted,Asa,2010/08/18 10:28:28.000000,2,81
1-390250582,Accepted,Stephen,2010/08/18 10:28:48.000000,2,111
1-390250582,Accepted,Stephen,2010/08/18 14:42:02.000000,2,111
1-390250582,Accepted,Asa,2011/01/06 12:42:00.000000,2,81
1-390250582,Accepted,Magnus,2011/01/10 10:31:14.000000,2,112
1-390250582,Accepted,Mica,2011/09/14 11:04:06.000000,2,113
1-390250582,Accepted,Marten,2011/10/18 13:16:24.000000,2,103
1-390250582,Accepted,Mica,2011/10/18 13:16:31.000000,2,113
1-390250582,Completed,Mica,2012/01/18 09:45:44.000000,3,113
1-390722958,Accepted,Christer,2010/08/11 09:39:44.000000,2,114
1-390722958,Accepted,Christer,2012/01/16 14:43:19.000000,2,114
1-390722958,Accepted,Christer,2012/03/23 13:53:11.000000,2,114
1-390722958,Completed,Christer,2012/03/23 13:54:08.000000,3,114
1-390819078,Accepted,Carolyn,2010/08/11 13:41:13.000000,2,46
1-390819078,Queued,Carolyn,2010/08/11 13:49:10.000000,1,46
1-390819078,Accepted,Kannan,2010/08/11 14:08:47.000000,2,54
1-390819078,Accepted,Carolyn,2010/08/11 14:08:54.000000,2,46
1-390819078,Queued,Hannes,2011/04/12 14:50:34.000000,1,72
1-390819078,Accepted,Jayalakshmi,2011/04/12 14:50:53.000000,2,73
1-390819078,Accepted,Jayalakshmi,2011/04/19 11:57:14.000000,2,73
1-390819078,Queued,Carolyn,2011/04/28 13:16:11.000000,1,46
1-390819078,Accepted,Padmanabha,2011/04/28 16:43:47.000000,2,78
1-390819078,Accepted,Carolyn,2011/04/28 16:43:54.000000,2,46
1-390819078,Accepted,Ewa,2012/01/31 09:36:21.000000,2,43
1-390819078,Completed,Ewa,2012/01/31 09:36:40.000000,3,43
1-392590655,Accepted,Tord,2010/08/18 13:00:14.000000,2,115
1-392590655,Completed,Tord,2012/01/24 14:49:26.000000,3,115
1-392812598,Accepted,Carolyn,2010/08/19 07:24:05.000000,2,46
1-392812598,Queued,Carolyn,2010/08/19 07:27:30.000000,1,46
1-392812598,Accepted,Kannan,2010/08/20 16:02:07.000000,2,54
1-392812598,Accepted,Carolyn,2010/08/20 16:02:16.000000,2,46
1-392812598,Accepted,Ewa,2012/01/04 16:58:37.000000,2,43
1-392812598,Completed,Ewa,2012/01/04 16:59:08.000000,3,43
1-393413330,Accepted,Carolyn,2010/08/20 15:36:29.000000,2,46
1-393413330,Queued,Carolyn,2010/08/20 15:39:43.000000,1,46
1-393413330,Accepted,Kannan,2010/08/20 15:58:15.000000,2,54
1-393413330,Accepted,Carolyn,2010/08/20 15:58:21.000000,2,46
1-393413330,Accepted,Ewa,2012/02/04 10:49:16.000000,2,43
1-393413330,Completed,Ewa,2012/02/04 10:50:25.000000,3,43
1-396569277,Accepted,Carolyn,2010/08/30 14:35:45.000000,2,46
1-396569277,Queued,Carolyn,2010/08/30 14:37:18.000000,1,46
1-396569277,Accepted,Kannan,2010/08/30 14:45:02.000000,2,54
1-396569277,Accepted,Carolyn,2010/08/30 14:45:11.000000,2,46
1-396569277,Accepted,Ewa,2012/02/04 10:47:07.000000,2,43
1-396569277,Completed,Ewa,2012/04/13 11:44:53.000000,3,43
1-397446945,Accepted,Carolyn,2010/09/01 11:17:52.000000,2,46
1-397446945,Queued,Carolyn,2010/09/01 11:22:26.000000,1,46
1-397446945,Accepted,Kannan,2010/09/01 12:29:56.000000,2,54
1-397446945,Accepted,Carolyn,2010/09/01 12:30:04.000000,2,46
1-397446945,Accepted,Ewa,2012/01/31 09:01:21.000000,2,43
1-397446945,Completed,Ewa,2012/01/31 09:02:46.000000,3,43
1-397806545,Accepted,Mikael,2010/09/02 08:57:26.000000,2,76
1-397806545,Accepted,Mikael,2010/09/02 09:16:56.000000,2,76
1-397806545,Accepted,Mikael,2010/09/06 14:13:11.000000,2,76
1-397806545,Accepted,Mikael,2010/09/07 11:13:23.000000,2,76
1-397806545,Accepted,Mikael,2011/01/19 23:05:00.000000,2,76
1-397806545,Accepted,Mikael,2011/03/10 09:18:34.000000,2,76
1-397806545,Completed,Mikael,2012/01/19 17:11:17.000000,3,76
1-399013423,Queued,Ing-Marie,2010/09/06 11:04:31.000000,1,58
1-399013423,Accepted,Suresh,2012/01/26 14:01:35.000000,2,116
1-399013423,Completed,Suresh,2012/01/26 14:02:31.000000,3,116
1-399628501,Accepted,David,2010/09/07 14:19:41.000000,2,88
1-399628501,Accepted,David,2010/12/02 11:45:01.000000,2,88
1-399628501,Accepted,Fredrik,2010/12/06 09:21:00.000000,2,62
1-399628501,Accepted,Fredrik,2010/12/13 10:23:46.000000,2,62
1-399628501,Accepted,Ingemar,2011/06/27 11:21:07.000000,2,63
1-399628501,Accepted,Fredrik,2011/06/27 11:28:04.000000,2,62
1-399628501,Accepted,Stefan,2012/01/12 13:36:48.000000,2,13
1-399628501,Accepted,Stefan,2012/03/27 13:05:36.000000,2,13
1-399628501,Completed,Stefan,2012/03/27 13:05:37.000000,3,13
1-400351079,Accepted,Per,2010/09/09 10:24:32.000000,2,8
1-400351079,Accepted,Per,2010/09/16 14:11:58.000000,2,8
1-400351079,Completed,Per,2012/02/20 07:16:22.000000,3,8
1-400528782,Accepted,Helene,2010/09/09 15:58:05.000000,2,48
1-400528782,Completed,Helene,2011/11/09 14:09:30.000000,3,48
1-400528782,Accepted,Helene,2011/11/09 14:49:03.000000,2,48
1-400528782,Accepted,Gustav,2012/02/21 15:22:07.000000,2,60
1-400528782,Completed,Gustav,2012/02/21 15:22:08.000000,3,60
1-402212071,Accepted,Helene,2010/09/16 09:24:07.000000,2,48
1-402212071,Accepted,Helene,2010/12/29 11:21:28.000000,2,48
1-402212071,Completed,Helene,2012/01/16 14:49:15.000000,3,48
1-402328919,Accepted,Tomas,2010/09/16 15:39:32.000000,2,2
1-402328919,Completed,Tomas,2012/05/29 09:32:02.000000,3,2
1-402612770,Accepted,Asa,2010/09/17 13:45:48.000000,2,81
1-402612770,Queued,Asa,2010/09/17 13:55:43.000000,1,81
1-402612770,Accepted,Jakob,2010/09/18 17:06:57.000000,2,117
1-402612770,Accepted,Asa,2010/09/20 20:02:20.000000,2,81
1-402612770,Accepted,Mattias,2010/09/21 10:31:31.000000,2,93
1-402612770,Accepted,Jonny,2011/10/03 08:16:32.000000,2,105
1-402612770,Accepted,Erik,2011/11/09 13:25:48.000000,2,106
1-402612770,Accepted,Erik,2011/11/17 09:06:16.000000,2,106
1-402612770,Accepted,Erik,2011/11/17 10:50:49.000000,2,106
1-402612770,Completed,Erik,2012/01/24 15:24:33.000000,3,106
1-403006315,Accepted,Carolyn,2010/09/20 13:15:00.000000,2,46
1-403006315,Queued,Carolyn,2010/09/20 13:24:14.000000,1,46
1-403006315,Accepted,Kannan,2010/09/20 13:42:52.000000,2,54
1-403006315,Accepted,Carolyn,2010/09/20 13:42:58.000000,2,46
1-403006315,Accepted,Kannan,2010/09/23 19:38:14.000000,2,54
1-403006315,Accepted,Y,2010/09/23 19:38:22.000000,2,56
1-403006315,Accepted,Y,2010/09/24 08:53:49.000000,2,56
1-403006315,Queued,Carolyn,2010/09/24 09:50:48.000000,1,46
1-403006315,Accepted,Kannan,2010/09/24 17:28:46.000000,2,54
1-403006315,Accepted,Carolyn,2010/09/24 17:28:56.000000,2,46
1-403006315,Accepted,Ewa,2012/01/31 09:54:38.000000,2,43
1-403006315,Completed,Ewa,2012/01/31 09:59:04.000000,3,43
1-404005175,Accepted,Per,2010/09/23 15:32:09.000000,2,8
1-404005175,Accepted,Per,2010/12/05 13:28:02.000000,2,8
1-404005175,Completed,Per,2012/01/26 12:06:11.000000,3,8
1-404084309,Accepted,Per,2010/09/23 18:58:12.000000,2,8
1-404084309,Accepted,Per,2011/01/14 14:54:47.000000,2,8
1-404084309,Accepted,Per,2012/02/29 15:32:37.000000,2,8
1-404084309,Completed,Per,2012/02/29 15:32:38.000000,3,8
1-404736991,Accepted,Lionel,2010/09/27 13:55:41.000000,2,66
1-404736991,Queued,Lionel,2010/09/27 17:32:05.000000,1,66
1-404736991,Accepted,Nicolas,2010/09/29 08:53:12.000000,2,118
1-404736991,Queued,Asa,2010/09/29 08:55:31.000000,1,81
1-404736991,Accepted,Anders,2010/10/22 15:31:35.000000,2,42
1-404736991,Queued,Patrik,2010/10/28 12:47:41.000000,1,119
1-404736991,Accepted,Gunilla,2010/11/12 12:33:36.000000,2,120
1-404736991,Queued,Lionel,2010/11/12 12:52:43.000000,1,66
1-404736991,Accepted,Rijin,2010/11/16 11:09:29.000000,2,71
1-404736991,Accepted,Rijin,2010/11/16 11:22:09.000000,2,71
1-404736991,Accepted,Rijin,2010/11/19 17:26:11.000000,2,71
1-404736991,Accepted,Rijin,2011/06/30 09:22:26.000000,2,71
1-404736991,Accepted,Rijin,2011/07/01 16:08:45.000000,2,71
1-404736991,Accepted,Rijin,2012/02/29 18:04:06.000000,2,71
1-404736991,Completed,Rijin,2012/02/29 18:07:28.000000,3,71
1-405112616,Accepted,Carin,2010/09/28 15:22:31.000000,2,121
1-405112616,Accepted,Carin,2010/09/28 15:26:58.000000,2,121
1-405112616,Accepted,Lennart,2011/12/11 20:57:51.000000,2,122
1-405112616,Accepted,Ann,2012/03/30 13:42:05.000000,2,40
1-405112616,Accepted,Ann,2012/03/30 13:42:14.000000,2,40
1-405112616,Completed,Ann,2012/05/28 09:33:05.000000,3,40
1-405248961,Accepted,Asa,2010/09/29 08:16:42.000000,2,81
1-405248961,Queued,Asa,2010/09/29 08:22:50.000000,1,81
1-405248961,Accepted,Mattias,2010/09/29 13:14:49.000000,2,93
1-405248961,Accepted,Per,2011/05/17 12:16:13.000000,2,8
1-405248961,Accepted,Johan,2011/07/04 12:08:32.000000,2,123
1-405248961,Accepted,Jonny,2011/09/12 10:07:06.000000,2,105
1-405248961,Accepted,Erik,2011/12/27 09:23:07.000000,2,106
1-405248961,Accepted,Erik,2011/12/27 09:41:53.000000,2,106
1-405248961,Completed,Erik,2012/02/17 16:53:41.000000,3,106
1-406010922,Accepted,Anette,2010/10/01 12:18:17.000000,2,124
1-406010922,Accepted,Anette,2011/11/28 16:18:58.000000,2,124
1-406010922,Accepted,Stefan,2012/02/06 15:12:33.000000,2,13
1-406010922,Accepted,Valter,2012/02/06 15:17:07.000000,2,125
1-406010922,Queued,Agneta,2012/04/25 12:19:22.000000,1,126
1-406010922,Accepted,Valter,2012/04/25 12:32:24.000000,2,125
1-406010922,Accepted,Valter,2012/05/15 12:34:52.000000,2,125
1-406010922,Completed,Valter,2012/05/15 12:34:53.000000,3,125
1-406066421,Accepted,Peter,2010/10/01 13:31:57.000000,2,77
1-406066421,Queued,Peter,2010/10/01 13:46:40.000000,1,77
1-406066421,Accepted,Peter,2010/10/01 14:12:48.000000,2,77
1-406066421,Accepted,Peter,2010/10/26 09:58:39.000000,2,77
1-406066421,Accepted,Stefan,2010/11/30 10:34:09.000000,2,13
1-406066421,Accepted,Peter,2011/02/28 09:56:55.000000,2,77
1-406066421,Accepted,Peter,2011/04/04 14:36:41.000000,2,77
1-406066421,Accepted,Kenneth,2011/06/17 10:16:19.000000,2,127
1-406066421,Completed,Kenneth,2012/01/04 12:33:27.000000,3,127
1-406852699,Accepted,Daniel,2010/10/05 13:39:09.000000,2,39
1-406852699,Accepted,Daniel,2012/04/11 15:41:01.000000,2,39
1-406852699,Completed,Daniel,2012/04/11 15:41:18.000000,3,39
1-406875315,Accepted,Lars,2010/10/05 14:08:44.000000,2,31
1-406875315,Accepted,Lars,2011/10/26 07:16:46.000000,2,31
1-406875315,Queued,Lars,2012/01/18 13:01:17.000000,1,31
1-406875315,Accepted,Lars,2012/02/15 16:46:11.000000,2,31
1-406875315,Accepted,Lars,2012/02/15 16:50:19.000000,2,31
1-406875315,Completed,Lars,2012/02/23 16:25:26.000000,3,31
1-407517548,Accepted,Michael,2010/10/07 14:39:55.000000,2,128
1-407517548,Accepted,Michael,2011/10/12 16:49:01.000000,2,128
1-407517548,Completed,Michael,2012/01/11 17:15:59.000000,3,128
1-407737529,Accepted,Asa,2010/10/08 09:56:03.000000,2,81
1-407737529,Queued,Asa,2010/10/12 09:47:28.000000,1,81
1-407737529,Accepted,Jakob,2010/10/12 21:45:29.000000,2,117
1-407737529,Accepted,Johan,2010/10/12 21:54:36.000000,2,123
1-407737529,Accepted,Johan,2011/09/15 07:50:13.000000,2,123
1-407737529,Accepted,Mica,2011/12/21 12:51:20.000000,2,113
1-407737529,Completed,Mica,2012/03/12 13:04:33.000000,3,113
1-407876996,Accepted,Ing-Marie,2010/10/08 16:16:15.000000,2,58
1-407876996,Queued,Ing-Marie,2010/10/08 16:19:28.000000,1,58
1-407876996,Accepted,Suresh,2012/01/26 14:06:44.000000,2,116
1-407876996,Completed,Suresh,2012/01/26 14:06:48.000000,3,116
1-408853759,Accepted,Carolyn,2010/10/13 14:25:40.000000,2,46
1-408853759,Queued,Carolyn,2010/10/13 14:27:43.000000,1,46
1-408853759,Accepted,Kannan,2010/10/13 15:07:09.000000,2,54
1-408853759,Accepted,Carolyn,2010/10/13 15:07:14.000000,2,46
1-408853759,Accepted,Ewa,2012/02/04 10:50:38.000000,2,43
1-408853759,Completed,Ewa,2012/02/04 10:53:53.000000,3,43
1-409247778,Accepted,Carolyn,2010/10/14 15:01:51.000000,2,46
1-409247778,Queued,Carolyn,2010/10/14 15:05:01.000000,1,46
1-409247778,Accepted,Kannan,2010/10/15 11:48:49.000000,2,54
1-409247778,Accepted,Carolyn,2010/10/15 11:48:57.000000,2,46
1-409247778,Accepted,Ewa,2012/02/04 10:54:04.000000,2,43
1-409247778,Completed,Ewa,2012/02/04 11:10:14.000000,3,43
1-409309026,Accepted,Carrie,2010/10/14 16:44:01.000000,2,3
1-409309026,Accepted,Carrie,2012/03/13 08:14:51.000000,2,3
1-409309026,Completed,Carrie,2012/03/13 08:16:12.000000,3,3
1-410929705,Accepted,Carolyn,2010/10/19 14:04:28.000000,2,46
1-410929705,Queued,Carolyn,2010/10/19 14:20:45.000000,1,46
1-410929705,Accepted,Kannan,2010/10/19 16:13:27.000000,2,54
1-410929705,Accepted,Carolyn,2010/10/19 16:13:34.000000,2,46
1-410929705,Accepted,Ewa,2012/01/30 13:01:53.000000,2,43
1-410929705,Completed,Ewa,2012/01/30 13:02:08.000000,3,43
1-411078092,Accepted,Carolyn,2010/10/19 17:24:16.000000,2,46
1-411078092,Queued,Carolyn,2010/10/19 17:28:44.000000,1,46
1-411078092,Accepted,Kannan,2010/10/20 16:19:49.000000,2,54
1-411078092,Accepted,Carolyn,2010/10/20 16:20:10.000000,2,46
1-411078092,Accepted,Ewa,2012/02/04 11:12:14.000000,2,43
1-411078092,Completed,Ewa,2012/02/04 12:30:55.000000,3,43
1-413205820,Accepted,Fredrik,2010/10/25 12:53:47.000000,2,62
1-413205820,Accepted,Fredrik,2011/10/05 22:07:51.000000,2,62
1-413205820,Queued,Fredrik,2011/10/05 22:07:59.000000,1,62
1-413205820,Accepted,Fredrik,2011/10/06 19:05:33.000000,2,62
1-413205820,Accepted,Joakim,2011/12/06 21:31:33.000000,2,108
1-413205820,Completed,Joakim,2012/01/04 13:52:57.000000,3,108
1-413276708,Accepted,Rune,2010/10/25 14:20:49.000000,2,80
1-413276708,Accepted,Rune,2010/10/25 14:40:53.000000,2,80
1-413276708,Completed,Rune,2012/05/15 15:27:14.000000,3,80
1-413665008,Accepted,Tomas,2010/10/26 08:14:34.000000,2,2
1-413665008,Completed,Tomas,2012/05/29 09:24:46.000000,3,2
1-415000020,Accepted,Asa,2010/10/29 10:39:08.000000,2,81
1-415000020,Queued,Asa,2010/10/29 10:44:24.000000,1,81
1-415000020,Accepted,Jonas,2010/11/01 08:37:07.000000,2,104
1-415000020,Queued,Anna,2010/11/01 11:00:46.000000,1,84
1-415000020,Accepted,Anna,2011/09/08 10:19:39.000000,2,84
1-415000020,Accepted,Anna,2011/09/08 10:19:45.000000,2,84
1-415000020,Accepted,Anna,2012/02/01 14:00:34.000000,2,84
1-415000020,Completed,Anna,2012/02/01 14:00:54.000000,3,84
1-415946366,Accepted,Edo,2010/11/02 13:25:54.000000,2,129
1-415946366,Accepted,Edo,2010/11/02 13:26:39.000000,2,129
1-415946366,Accepted,Henrik,2012/02/17 15:42:14.000000,2,20
1-415946366,Completed,Henrik,2012/02/17 15:42:16.000000,3,20
1-415822336,Accepted,Viktoria,2010/11/03 08:04:02.000000,2,130
1-415822336,Accepted,Viktoria,2010/11/03 09:52:09.000000,2,130
1-415822336,Queued,Viktoria,2010/11/24 13:41:08.000000,1,130
1-415822336,Accepted,Michael,2010/11/24 13:50:59.000000,2,128
1-415822336,Accepted,Michael,2010/11/24 13:51:02.000000,2,128
1-415822336,Queued,Viktoria,2010/11/24 14:08:53.000000,1,130
1-415822336,Accepted,Michael,2010/11/24 14:11:07.000000,2,128
1-415822336,Accepted,Michael,2010/11/24 14:11:10.000000,2,128
1-415822336,Queued,Viktoria,2010/11/25 14:37:13.000000,1,130
1-415822336,Accepted,Viktoria,2010/11/25 14:38:42.000000,2,130
1-415822336,Accepted,Viktoria,2010/11/25 14:40:20.000000,2,130
1-415822336,Accepted,Gustav,2012/02/21 15:15:29.000000,2,60
1-415822336,Completed,Gustav,2012/02/21 15:15:31.000000,3,60
1-416247009,Accepted,Jonas,2010/11/03 11:05:57.000000,2,104
1-416247009,Accepted,Jonas,2011/03/01 14:29:00.000000,2,104
1-416247009,Accepted,Jonas,2011/09/30 11:08:50.000000,2,104
1-416247009,Completed,Jonas,2012/03/19 12:14:32.000000,3,104
1-417868043,Accepted,Carolyn,2010/11/08 11:27:05.000000,2,46
1-417868043,Queued,Carolyn,2010/11/08 11:30:20.000000,1,46
1-417868043,Accepted,Kannan,2010/11/08 11:55:05.000000,2,54
1-417868043,Accepted,Carolyn,2010/11/08 11:55:14.000000,2,46
1-417868043,Accepted,Santhosh,2010/11/11 15:18:11.000000,2,74
1-417868043,Accepted,Santhosh,2010/11/11 15:20:41.000000,2,74
1-417868043,Queued,Niklas,2010/11/11 15:20:54.000000,1,4
1-417868043,Accepted,Y,2010/11/11 15:21:28.000000,2,56
1-417868043,Accepted,Y,2010/11/16 08:54:16.000000,2,56
1-417868043,Accepted,Y,2010/11/16 09:00:17.000000,2,56
1-417868043,Queued,Carolyn,2011/02/09 11:54:19.000000,1,46
1-417868043,Accepted,Padmanabha,2011/02/16 11:45:37.000000,2,78
1-417868043,Queued,Hannes,2011/02/16 11:45:45.000000,1,72
1-417868043,Accepted,Y,2011/02/16 11:46:16.000000,2,56
1-417868043,Accepted,Padmanabha,2011/02/16 11:54:51.000000,2,78
1-417868043,Accepted,Carolyn,2011/02/16 11:55:10.000000,2,46
1-417868043,Accepted,Ewa,2012/01/30 13:05:37.000000,2,43
1-417868043,Completed,Ewa,2012/01/30 13:06:01.000000,3,43
1-418122119,Accepted,Carolyn,2010/11/09 07:48:53.000000,2,46
1-418122119,Queued,Carolyn,2010/11/09 07:51:35.000000,1,46
1-418122119,Accepted,Kannan,2010/11/09 09:48:16.000000,2,54
1-418122119,Accepted,Carolyn,2010/11/09 09:48:31.000000,2,46
1-418122119,Accepted,Ewa,2012/02/04 12:31:11.000000,2,43
1-418122119,Completed,Ewa,2012/02/04 12:32:21.000000,3,43
1-418890453,Accepted,Gustav,2010/11/10 10:48:43.000000,2,60
1-418890453,Completed,Gustav,2010/12/29 10:30:03.000000,3,60
1-418890453,Accepted,Gustav,2010/12/29 10:37:12.000000,2,60
1-418890453,Accepted,Gustav,2012/02/21 15:25:02.000000,2,60
1-418890453,Completed,Gustav,2012/02/21 15:25:20.000000,3,60
1-419236954,Accepted,Carolyn,2010/11/11 06:01:36.000000,2,46
1-419236954,Queued,Carolyn,2010/11/11 06:04:54.000000,1,46
1-419236954,Accepted,Santhosh,2010/11/11 11:08:22.000000,2,74
1-419236954,Accepted,Santhosh,2010/11/11 11:28:52.000000,2,74
1-419236954,Accepted,Kannan,2010/11/11 11:37:00.000000,2,54
1-419236954,Accepted,Kannan,2010/11/11 11:37:15.000000,2,54
1-419236954,Accepted,Carolyn,2010/11/11 14:37:07.000000,2,46
1-419236954,Accepted,Ewa,2012/02/04 12:32:39.000000,2,43
1-419236954,Completed,Ewa,2012/02/04 12:36:16.000000,3,43
1-419614582,Accepted,Suresh,2010/11/12 08:55:20.000000,2,116
